 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11466070;"III Certamen literario y artístico 'Benito Pérez Galdós'. Distrito de Retiro";"";"0";"1";"L,M,X,J,V,S,D";"";"2021-09-17 00:00:00.0";"2022-02-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef8b6389548eb710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=27098aa6bd91f010VgnVCM1000000b205a0aRCRD";"Junta Municipal del Distrito de Retiro";"1";"PLAZA";"DAOIZ Y VELARDE";"2";"RETIRO";"PACIFICO";"28007";"442527";"4472618";"40.402190438836826";"-3.6772826298329093";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"";
11418064;"III Festival de música antigua Madrid";"Según espectáculo. Consultar programación.";"0";"1";"S";"";"2022-04-20 00:00:00.0";"2022-05-01 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a9cbb42ace1a710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD";"Fernán Gómez Centro Cultural de la Villa";"1,6";"PLAZA";"COLON";"4";"SALAMANCA";"RECOLETOS";"28001";"441476";"4475151";"40.424926347610764";"-3.6899208519663427";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"/usuario/Familias,/usuario/Mayores";
11477000;"III Jornadas de Teatro y Feminismos: Autoras";"";"1";"1";"J";"";"2021-10-07 00:00:00.0";"2021-10-28 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad62dd825a71c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d51e3f875c2f8510VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Juana Doña. Arganzuela";"2";"PASEO";"CHOPERA";"10";"ARGANZUELA";"CHOPERA";"28045";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"/contenido/actividades/CongresosJornadas";"/usuario/Mujeres";
11443069;"III Jornadas de teatro y feminismos: autoras";"";"1";"1";"J";"";"2021-10-07 00:00:00.0";"2021-10-28 23:59:00.0";"18:00";"El Instituto de Investigaciones Feminista, la Dirección General del Libro y Fomento de Lectura, la escuela de escritoras 'Las Hedonistas', y los Espacios de Igualdad Juana Doña y Clara Campoamor, ponen en marcha las terceras Jornadas de Teatro y Feminismos, dedicadas en esta ocasión a las autoras.¿Qué marca el comienzo de un texto? ¿Cómo es el proceso de escritura de una novela? ¿Y de una obra de teatro? ¿Y su lectura? ¿Sobre qué escriben nuestras autoras contemporáneas? ¿Qué cosas les preocupan? ¿A quién leen? ¿Qué lenguaje emplean? ¿Existe a día de hoy una literatura feminista?AUTORAS es un ciclo de actividades en torno a la lectura que pone la mirada sobre las voces de nuestras autoras, reivindicando su rol dentro de la literatura y el teatro contemporáneos.Mesa 'Nuestras autoras leen'', con Eva Redondo y Maialen Diaz   Jueves 7 octubre de 18 a 20:30 horas  Centro Dotacional Integrado ArganzuelaMontaje 'Hilanderas de cuentos', deSilvina Rodríguez y Andrea Ortúzar   Jueves 14 octubre de 18 a 20:30 horas  Centro Dotacional Integrado ArganzuelaMontaje '¡Cuidado!', de María Reina   Jueves 21 octubre de 18 a 20:30 horas  Auditorio Centro Cultural Casa del RelojMesa 'Nuestras autoras leen', conAsún Bernárdez y María Velasco   Jueves 28 octubre de 18 a 20:30 horas  Auditorio Centro Cultural Casa del Reloj  PresencialNecesaria inscripción previa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6105d673c7ea710VgnVCM2000001f4a900aRCRD";"Expresión teatral";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7be5f4e93317710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d51e3f875c2f8510VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Juana Doña. Arganzuela";"2";"PASEO";"CHOPERA";"10";"ARGANZUELA";"CHOPERA";"28045";"440676";"4471620";"40.39307289237465";"-3.699005654074825";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11332091;"III Jornadas de teatro y feminismos: autoras";"";"1";"1";"J";"";"2021-10-07 00:00:00.0";"2021-10-28 23:59:00.0";"19:00";"Los Espacios de Igualdad Juana Doña y Clara Campoamor colaboran con el Instituto de Investigaciones Feministas, la Dirección General del Libro y Fomento de Lectura y la escuela de escritoras Las Hedonistas para poner en marcha las IIIas Jornadas de Teatro y Feminismos, en esta ocasión dedicadas a las autoras.¿Qué marca el comienzo de un texto? ¿Cómo es el proceso de escritura de una novela? ¿Y de una obra de teatro? ¿Y su lectura? ¿Sobre qué escriben nuestras autoras contemporáneas; qué cosas les preocupan? ¿Y a quién leen? ¿Qué lenguajes emplean? ¿Existe a día de hoy una literatura feminista? AUTORAS es un ciclo de actividades en torno a la lectura, que pone la mirada sobre las voces de nuestras autoras, reivindicando su rol dentro de la literatura y el teatro contemporáneos.Entrada gratuita previa inscripción en el Espacio de Igualdad Juana Doña, teléfono 91 588 17 18 o mail juanadona1@madrid.es   Jueves 7 de octubre, 18 a 20:30 horas  Mesa Redonda 'Nuestras autoras leen', con Eva Redondo y Maialen DiazLugar: Centro Dotacional Integrado Arganzuela   Jueves 14 de octubre, 18 a 20:30 horas  Montaje Hilanderas de cuentos, de Silvina Rodríguez y Andrea OrtúzarLugar: Centro Dotacional Integrado Arganzuela   Jueves 21 de octubre, 18 a 20:30 horas  Montaje ¡Cuidado!, de María ReinaLugar: Auditorio Centro Cultural Casa del Reloj   Jueves 28 de octubre, 18 a 20:30 horas  Mesa Redonda 'Nuestras autoras leen', con Asun Bernárdez y María VelascoLugar: Auditorio Centro Cultural Casa del Reloj";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=172fb1dc20bc7710VgnVCM2000001f4a900aRCRD";"Expresión teatral";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7be5f4e93317710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b8896d2d8ed0110VgnVCM1000000b205a0aRCRD";"Espacio de Igualdad Clara Campoamor. Villaverde";"1";"CALLE";"MARIA MARTINEZ OVIOL";"12";"VILLAVERDE";"LOS ROSALES";"28021";"441277";"4466932";"40.35087114162283";"-3.691508909255186";"/contenido/actividades/TeatroPerformance";"/usuario/Mujeres";
11483799;"Il brutto anatroccollo";"";"1";"0";"";"";"2021-10-22 00:00:00.0";"2021-10-22 23:59:00.0";"19:00";"a cargo Compañía Atacama. Esta pieza esa una reinterpretación del clásico cuento de Hans Christian Andersen, 'El patito feo', adaptada para un público familiar y variado. '¿Qué importa nacer en el patio de los patos cuando sales del huevo de un cisne?' El espectáculo nos ayuda a poner la visión en los conceptos de diversidad y aceptación de uno mismo y de los demás, en el superar los miedos y la vulnerabilidad, en el valor inherente a cada ser humano, independientemente del contexto desafortunado en el que puede encontrarse. Nos cuenta sobre migración y viajes que se ve obligado a emprender quien está marginado, perseguido y decide buscar su propio lugar en el mundo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1d684bc6763c710VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural Eduardo Úrculo (avance cultural de octubre en el distrito)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69638c3de0603610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD";"Centro Cultural Eduardo Úrculo (Tetuán)";"1";"PLAZA";"DONOSO";"5";"TETUAN";"ALMENARA";"28029";"440857";"4480052";"40.46903299144094";"-3.6976620067964996";"/contenido/actividades/DanzaBaile";"";
11399648;"Imágenes desde el retrovisor: distantes, aparentes, espejadas";"";"0";"1";"M,X,J,V,S,D";"";"2021-06-24 00:00:00.0";"2021-10-10 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dc53566d32a9710VgnVCM1000001d4a900aRCRD";"Imágenes desde el retrovisor: distantes, aparentes, espejadas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fed53566d32a9710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ff519cd7bcee210VgnVCM1000000b205a0aRCRD";"CentroCentro";"1";"PLAZA";"CIBELES";"1";"RETIRO";"LOS JERONIMOS";"28014";"441277";"4474496";"40.419011767401095";"-3.692206111679657";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11294299;"Imágenes ¿Cómo hacer que el lector imagine la escena?";"";"1";"0";"";"";"2021-10-11 00:00:00.0";"2021-10-11 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28e8d7f09af86710VgnVCM1000001d4a900aRCRD";"Club de escritura. Centro Sociocultural Valle Inclán";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c73af6a14401610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valle Inclán (Fuencarral - El Pardo)";"1";"CALLE";"ARZOBISPO MORCILLO";"7";"FUENCARRAL-EL PARDO";"LA PAZ";"28029";"441233";"4481384";"40.48106787416528";"-3.6933504628706095";"/contenido/actividades/CursosTalleres";"";
11294302;"Imágenes ¿Cómo hacer que el lector imagine la escena?";"";"1";"0";"";"";"2021-10-25 00:00:00.0";"2021-10-25 23:59:00.0";"17:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=26e8d7f09af86710VgnVCM1000001d4a900aRCRD";"Club de escritura. Centro Sociocultural Valle Inclán";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c73af6a14401610VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa1c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valle Inclán (Fuencarral - El Pardo)";"1";"CALLE";"ARZOBISPO MORCILLO";"7";"FUENCARRAL-EL PARDO";"LA PAZ";"28029";"441233";"4481384";"40.48106787416528";"-3.6933504628706095";"/contenido/actividades/CursosTalleres";"";
11482650;"Improvisación";"";"1";"0";"";"";"2021-10-17 00:00:00.0";"2021-10-17 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=acd572b3fe53c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"DE LAS GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443950";"4469433";"40.3735856436473";"-3.6602546064905397";"/contenido/actividades/TeatroPerformance";"";
11442944;"Improvisación teatral: ¡expresARTE!";"";"1";"1";"J";"";"2021-10-07 00:00:00.0";"2021-10-21 23:59:00.0";"16:30";"¿Has escuchado alguna vez 'no seas teatrera'? ¿Te has sentido cohibida cuando has expresado tus emociones? En este taller buscamos todo lo contrario. Creamos un espacio seguro donde romper con las barreras y disfrutar de nosotras mismas convirtiéndonos en otros personajes a través de la improvisación. ¿Te atreves?Los jueves de 16:30 a 18 h. Actividad para mujeres. Necesaria inscripción previa. Modalidad presencial.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e5e5b25187ea710VgnVCM2000001f4a900aRCRD";"Expresión teatral";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7be5f4e93317710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e58c855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Nieves Torres. Chamartín";"1";"CALLE";"ENRIQUE JARDIEL PONCELA";"8";"CHAMARTIN";"NUEVA ESPAÑA";"28016";"443189";"4479129";"40.46088981165102";"-3.6700689174427326";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11030253;"In Dubitas";"";"1";"0";"";"";"2021-10-09 00:00:00.0";"2021-10-09 23:59:00.0";"19:00";"Compañía: Teatro Estudio 21";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7141bea09b17d610VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Torito (Moratalaz)";"1";"AVENIDA";"MORATALAZ";"130";"MORATALAZ";"VINATEROS";"28030";"445141";"4473033";"40.40609591857167";"-3.646536107063507";"/contenido/actividades/TeatroPerformance";"";
